f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,y
1.573,-0.3582,0.5841,-0.4829,-0.6212,-0.7707,-1.1402,-0.3821,-0.1383,-1.088,0
-0.1505,-0.0339,-2.2433,0.7409,0.3552,0.8745,-0.7679,0.4159,-0.4906,-0.6315,0
0.5816,3.1715,-0.8415,1.219,2.4317,-0.4547,0.3352,0.3618,1.1824,-0.4896,1
1.5919,-0.2308,-0.2099,-0.6871,0.6572,-0.1763,0.6699,1.4262,-0.2974,0.8491,0
-0.5322,3.1573,0.579,1.9745,0.6163,-0.6715,1.881,1.5483,2.5805,3.15,0
0.9422,-0.5599,-1.8619,-0.3193,1.252,0.0002,0.0396,1.3134,0.1153,-0.3921,0
-0.0689,0.0917,-0.6963,-0.2719,1.4677,0.4469,0.4207,-1.4241,2.3203,-0.8544,0
-0.9815,-0.1193,0.2716,0.8622,0.8305,-0.0547,0.4307,-0.1454,1.0781,1.4031,0
0.2526,-0.0969,-2.8185,2.1281,0.2527,1.7424,2.4948,0.6241,-0.035,0.0804,0
0.7165,1.7031,-1.4431,0.2905,1.3648,-1.7502,0.0997,1.3747,0.6024,-1.555,0
-0.4856,0.4239,0.0863,0.3185,-1.2175,-0.0482,-0.4353,0.7946,-1.6119,-0.6881,0
-1.5713,-0.0732,1.4903,-0.4309,-1.1996,-0.7562,-0.5688,-0.4436,0.3864,0.0648,0
-0.2225,0.8611,0.3728,0.0503,-0.4462,-2.4386,1.2829,0.7772,-1.2395,1.5749,0
0.4016,0.9485,1.3789,-1.2922,1.3517,-1.027,-1.5529,0.4829,-1.0628,-0.7058,0
-0.7705,0.5628,1.1069,-0.1492,1.0552,-0.9594,-0.6244,-0.8367,2.1552,0.5398,0
1.1658,1.0869,-0.7837,-1.7755,-0.2078,0.9534,0.7635,1.221,0.1258,-0.2008,0
2.13,0.832,0.0528,-1.4279,0.3885,1.7294,-0.7908,-0.858,0.1753,0.1385,0
0.4079,0.0331,1.2698,-2.3795,1.4333,-1.7391,0.4418,0.3149,-0.7015,-0.7386,0
0.141,-0.883,-1.7733,0.8433,0.7246,1.1543,-0.4934,-1.2546,-0.6796,1.2361,0
1.1266,1.7439,-0.262,-0.4949,1.1371,0.095,-0.5606,-0.6257,-0.5633,0.338,1
-2.4169,-0.8288,-0.0988,-0.1645,0.0284,-0.6977,0.3224,0.216,2.04,-0.7539,0
0.0347,-0.3352,0.328,0.7558,0.683,0.4271,1.4971,0.8124,0.5634,-0.7195,0
-1.1626,-0.3095,-1.7997,-0.0208,0.6689,-0.3312,0.8991,-0.5213,-0.9517,0.3603,0
1.7019,0.3098,0.3612,0.9609,0.2448,-0.6374,-0.5866,-0.1221,-1.5701,0.0904,0
1.3059,1.3718,1.55,1.7764,-0.687,0.4684,-0.0776,-1.1075,0.5873,-1.5725,1
-1.1896,1.6312,0.6123,-1.6547,1.6969,0.042,-1.4621,0.578,0.4294,-1.7403,0
0.4002,0.9922,-1.3847,-0.7173,-1.5947,-0.4771,1.0101,3.0301,0.3947,-0.0782,0
0.8573,-0.0212,0.7067,0.6008,0.3009,1.0916,1.0793,1.0265,-1.0946,-3.0626,0
0.4232,0.7611,-1.4257,0.8358,-1.46,-0.3977,-1.2197,-0.3621,0.0025,-1.0294,0
-0.9415,-2.1948,-0.3114,1.4722,0.0295,-0.6987,-0.6345,1.1611,0.5886,-0.3679,0
-0.4054,0.8053,-1.8136,0.8067,-0.0407,-0.0608,0.3714,-0.394,-0.0856,0.2874,0
-0.5539,0.403,0.6639,0.2753,-0.5496,-0.4707,0.8823,-0.7287,-0.8074,2.2035,0
2.6852,0.4419,0.6976,-2.1387,0.4416,0.5019,-0.3241,-0.4326,1.8058,-0.799,1
0.0929,0.8209,0.9734,-1.0777,-0.311,-0.5789,1.4189,-0.2542,-0.0449,0.8454,0
0.8828,0.9245,1.236,0.5728,1.4152,1.2365,-0.5295,1.176,0.1672,-0.5465,1
0.5507,2.1892,0.7791,0.427,0.2998,1.7878,0.8242,0.1403,-1.0625,0.1762,0
-0.6347,0.297,1.3785,-0.6777,-0.0663,0.2274,-0.4506,-0.6116,1.2054,-0.573,0
2.1549,1.1122,0.3946,1.6028,0.9475,-0.3464,1.0505,-0.5574,1.3758,-0.2855,1
0.0228,2.3045,-0.1958,-0.8783,0.9807,-2.237,2.18,0.6652,1.6247,0.7521,0
-0.128,-0.645,-0.2874,-0.1709,-1.3252,0.6219,-1.285,-0.2269,-0.1188,-0.608,0
1.7511,-0.1792,1.3041,0.4644,-0.9075,0.0145,0.8147,-0.896,-1.4598,-0.571,0
1.4252,1.0646,-0.7222,2.6059,1.1681,1.1307,0.6412,-0.3135,-1.9576,-1.6936,1
0.5025,-0.0572,1.8443,-1.1781,0.1015,0.5593,-1.3655,-0.4427,-0.6284,0.2309,0
0.8888,1.8349,0.4589,-0.6604,-0.8185,-1.3343,0.3905,-0.8827,0.4381,-0.9709,0
-0.0038,0.3736,1.9082,-0.4476,1.0131,0.6185,1.2335,0.4654,1.4677,0.7389,0
-0.4344,-0.269,-0.0672,0.2624,0.3732,-0.5397,1.1562,1.3089,-1.4463,-0.0191,0
1.6856,-1.5323,0.4922,-1.3702,0.7229,-0.0443,0.139,0.7076,-1.0738,0.6909,0
-0.5552,0.7509,1.8432,0.4753,0.2596,0.6854,0.8268,-0.7819,-0.0117,0.0984,0
-0.0692,0.4517,0.2193,0.636,-1.0884,2.4069,-0.1717,-0.8778,-1.2763,0.4851,0
-2.6625,-1.3033,0.0084,-1.8975,0.688,-1.1629,1.0913,-1.1466,1.0473,-0.6955,0
1.507,0.2712,0.335,-0.9084,1.9189,1.8987,1.6317,1.2775,-0.2586,-1.3862,0
0.2756,-2.7828,0.0765,-0.1941,1.3316,-1.1431,0.1296,0.4909,0.3199,-3.6036,0
-0.498,-0.788,1.6366,0.3268,0.2729,1.885,1.8997,1.6398,2.1123,0.345,0
-0.1861,1.5162,0.1967,-0.8385,0.6908,-1.3331,0.0695,-1.2551,0.2941,-2.1287,0
0.2664,-0.4069,0.66,-0.6384,0.3323,1.4085,-1.4386,-0.1565,0.931,-0.7159,0
-0.7428,0.2665,-1.6572,-1.0019,0.3676,1.2631,0.9182,-0.8238,-0.0228,0.3162,0
1.4375,0.5842,-0.1487,0.0916,2.2029,1.6004,0.2942,-1.1488,-0.7166,0.9416,1
-0.753,0.6505,0.8887,-0.5196,0.0099,0.7348,-0.6191,-0.3492,-0.8259,0.6011,0
0.48,0.4454,-2.0234,-0.322,-0.4305,0.1102,1.2821,-0.2042,-0.4044,-0.4527,0
1.245,-1.7286,0.3874,1.0164,0.9446,-1.0108,0.6427,0.2493,-1.441,0.6458,0
-2.2268,-0.0981,0.091,-1.1847,-0.1757,0.7579,1.0289,0.4493,-0.1872,0.4614,0
1.1927,1.2917,0.049,0.3993,1.7086,0.9683,0.4367,-1.2845,1.1042,-0.1733,1
-0.661,0.1508,0.3801,-0.6062,1.4272,-2.1724,0.2606,0.0244,0.9283,-0.0944,0
0.3924,1.1981,0.9508,1.0474,-0.9851,-0.0919,-0.1931,0.6071,0.1871,-0.3485,1
-1.1673,-1.222,-1.1255,-0.5538,-0.1575,-0.9452,-2.0482,1.2428,0.4579,-0.5468,0
1.9314,0.0273,-0.3525,1.5509,0.686,1.1501,-1.7164,1.0434,0.7341,-1.9268,1
0.8834,0.8556,0.0467,0.5479,-1.7749,0.4935,0.7777,-0.6668,-0.4696,-0.8599,0
-0.1301,0.3963,-0.363,0.7143,-0.2791,-1.5162,1.5239,0.4712,-0.1113,-1.18,0
0.5088,1.4501,0.8143,0.7883,0.588,0.3789,-0.7083,0.4134,-0.1925,0.6867,1
0.1203,-1.3675,-0.0331,2.0853,0.421,1.0201,-0.2896,-1.0102,-0.4431,0.8568,0
0.988,-0.5072,0.1759,-0.1492,-0.0809,0.6187,-0.6052,-0.3847,0.1971,0.6941,0
0.3262,0.3898,0.2484,0.0955,0.3641,-0.8087,1.2584,-0.2409,-0.9252,1.5395,0
1.9071,0.7079,-0.3438,-0.2989,-0.8068,0.1919,0.4565,1.4572,0.1374,-1.0649,0
-1.0482,-0.8977,0.5641,-1.7472,-0.2748,0.7858,-0.1058,-1.3003,-0.3838,-0.1955,0
0.7903,1.2634,-0.6788,-1.2679,0.5818,0.371,0.6322,-0.1708,0.0557,-1.0636,0
1.4405,1.3965,1.6659,0.2746,-0.4988,0.7889,-0.141,0.0699,0.2071,0.7288,0
1.103,-1.8338,-0.6656,1.9668,0.9259,0.2922,0.3874,-0.7697,-0.2024,-2.1896,0
1.0205,-3.2006,-1.3234,-0.954,-0.6415,-0.3406,1.9182,1.7765,-1.313,-1.5968,0
1.2014,0.5792,0.698,-0.1804,-0.3055,0.762,0.7134,1.4847,0.9541,0.4202,0
-1.4244,-1.1814,-0.1502,-0.0285,-0.5378,-1.6322,-0.7723,0.6542,0.6606,0.6758,0
-1.7831,0.4768,-0.1736,-0.1036,0.4988,0.3587,0.8348,-0.6693,-0.0888,-0.4691,0
0.459,-0.0538,-1.1846,1.0364,0.1329,0.2968,-0.4486,-0.6639,0.6829,-0.798,0
-0.0457,0.5196,-0.4305,-0.1782,-2.0846,-0.3379,0.3478,-0.2187,-0.2773,1.7871,0
0.4842,0.7643,-0.0231,0.2252,0.5367,-0.0933,1.4021,0.8836,-1.6648,-2.2169,0
-0.1171,-1.0983,-1.624,0.8364,1.6725,2.238,-0.8691,1.4119,-0.209,0.2181,0
-0.8129,-0.1022,0.9602,0.8702,0.2354,1.7058,-0.772,-0.4121,0.9789,-0.8879,0
0.738,-0.6538,1.7616,-0.3174,-0.3711,-0.2379,-0.7063,-2.0261,0.9472,0.9927,0
0.7285,-0.5628,-1.6137,-0.6811,1.053,-0.9053,-1.6602,-0.4233,-0.127,-0.705,0
0.2852,-0.2178,0.3396,1.2827,-0.8756,-1.331,-0.4738,-0.7726,-0.3213,0.3901,0
-0.4214,-0.0685,0.3307,1.2778,-1.109,-1.1022,-0.6179,-0.8197,0.7534,-1.1588,0
-0.2837,0.2312,-0.4055,1.0115,-0.5189,2.1735,0.0211,-0.9872,0.3833,-0.4991,0
1.6087,-0.1358,0.4198,0.4019,-0.628,0.4015,0.1543,-0.0765,-0.0006,-0.3152,0
0.1625,-1.211,0.3211,0.8502,0.079,1.1391,-0.8943,0.0255,-0.7453,-1.3917,0
-0.776,-0.9164,0.254,-1.2401,0.5421,0.3464,0.0629,0.6257,-0.333,0.4005,0
-0.266,0.4758,-0.4425,0.018,1.268,-1.4664,-0.2512,0.1845,-1.6336,-0.5556,0
0.4976,2.1639,-1.171,-0.0345,1.9117,0.1269,0.3278,0.8155,-0.132,1.319,0
0.0956,0.5336,1.5155,0.8759,-0.5194,-0.9636,-1.0358,-0.2694,-0.0476,1.8565,0
0.7246,0.6766,0.1951,-1.8399,0.8843,2.5807,-1.5086,0.6583,-1.5316,-0.0243,1
0.076,-0.0693,-1.1639,1.1844,0.8165,-0.807,-1.7617,0.0109,-1.4928,0.3905,0
1.2244,1.121,-0.2599,1.69,1.3412,2.3844,1.2143,-3.223,1.4714,-0.4159,1
1.7025,-0.8027,0.2753,0.0265,0.6231,-0.5823,-1.3133,0.1715,0.7423,-1.2405,0
-0.4714,0.2994,0.8304,0.3694,1.0252,-0.261,-2.7938,-1.0548,-2.1154,0.9718,0
-0.3914,1.4096,-0.5662,-0.5112,-0.6606,-1.6408,0.3787,1.7079,0.7441,0.7033,0
-2.1198,0.3072,-0.2943,0.2302,1.2897,0.5485,0.6087,-0.5661,0.7015,-0.7419,0
0.823,2.3059,-0.8185,-0.2798,0.0838,-1.4092,0.8416,0.5673,1.3298,-1.9558,0
-0.3349,0.083,-0.3109,0.1394,-1.0058,-0.6251,-0.0475,-0.0589,0.4107,-1.8002,0
0.465,0.7075,1.2371,0.0432,0.4877,1.491,0.1602,0.5344,-0.8465,-1.4757,1
-0.2959,-1.868,1.1416,-0.1262,0.9893,0.4894,-0.5974,0.1142,0.4946,2.4914,0
0.4732,-0.3759,-0.4802,-0.3959,-0.5537,-0.2493,0.4689,-2.309,-0.1859,-0.5352,0
1.1492,1.9381,0.5465,2.5815,-0.3617,0.2359,1.352,0.0028,-0.1258,-0.0924,1
0.1213,-1.2857,0.1565,-0.6794,0.2387,0.8402,0.5136,0.5252,1.4859,-1.095,0
-0.3509,1.0159,-0.3515,-0.444,0.4914,-0.0183,-0.1846,-1.4642,0.1257,0.8224,0
0.8024,-1.8618,-0.7731,-1.2547,0.3916,-0.2359,0.8254,-0.5486,-1.1554,0.2121,0
-0.1313,-1.3731,-2.0305,-1.1055,0.6314,0.5416,1.0169,1.6292,0.9349,1.6626,0
-0.9041,-0.7866,0.6155,-0.0748,-0.5762,1.0998,0.5776,-0.0784,0.1818,-0.0274,0
0.8184,-0.6457,-0.0741,0.1024,-0.9385,-1.0259,-0.2771,0.9046,-0.5085,-0.1222,0
-0.5631,0.0439,-0.2339,2.1361,0.0966,0.887,-0.8841,0.1051,0.7196,-0.1093,0
-1.5775,0.5595,0.9494,-0.3243,-1.7145,-0.7471,0.0182,2.3976,0.1131,0.5926,0
1.4538,1.4871,1.9027,-0.312,-1.2956,-0.6349,0.9487,-0.705,1.3389,0.1396,0
-0.9857,-0.8964,0.0895,0.2204,0.6267,0.9729,-0.2349,0.2458,-0.9012,2.1956,0
-1.2572,-1.3661,0.6579,-0.9502,-0.889,-1.6045,-1.4003,1.2956,-0.0333,-0.5683,0
-0.1225,-0.2191,-0.1545,-1.5812,1.9796,0.164,0.2309,-0.3011,0.245,-0.802,0
0.6521,1.8815,-0.3268,-0.0178,-0.0531,1.2976,0.8145,-0.0257,-0.1065,0.5504,0
2.2919,-1.3502,-0.0662,0.0105,0.4849,-0.6822,-1.1376,-0.5584,1.5296,0.2141,0
1.4301,-0.4961,1.4218,2.4134,0.5475,0.0548,-1.3708,-0.9134,-0.8384,0.0852,0
0.5387,0.2821,3.0799,0.2698,1.2851,-0.8051,0.2235,4.3782,0.1736,0.2049,1
1.2307,0.3451,-0.1074,0.7168,0.5185,1.345,0.9961,0.7961,1.0609,1.7188,1
0.0919,2.3215,0.4421,1.6363,1.4692,-0.3729,0.0951,-0.5027,0.0026,1.4546,1
-1.302,0.9426,0.7538,-0.4577,-1.0919,-1.0529,0.2332,2.6159,-0.3008,0.3683,0
-1.42,-0.918,0.5561,0.0905,2.6438,0.6829,1.5342,1.027,1.0548,0.0791,0
1.1077,-0.8356,2.0429,0.1713,0.6036,0.6896,2.1441,0.1615,0.6669,-0.0173,0
0.1773,1.1636,0.1842,-0.0459,1.4031,-1.2995,-0.294,0.0606,0.2005,0.1701,0
0.0434,0.3119,0.0589,0.8195,-1.6905,-0.3343,0.6869,-1.5999,-1.579,-1.2274,0
0.231,0.1816,1.0056,-0.3103,-0.0427,0.0383,0.0078,0.1232,0.9963,1.8791,0
-0.2638,0.7127,-0.6289,1.4658,-0.1479,0.5544,0.3522,0.2719,-1.29,1.3779,0
-0.6313,-0.2281,-0.2711,0.1377,-0.1772,-2.419,0.674,0.5181,0.595,0.6019,0
-1.1832,-1.396,-0.8718,0.6208,-0.0186,0.264,-0.3975,-1.2455,0.354,0.9227,0
-0.6285,0.1467,0.0216,0.1141,2.107,0.4937,0.3991,0.6266,1.3311,0.4001,0
1.3788,-0.9663,1.3279,0.7362,0.642,1.4828,-1.0349,-1.4961,-0.4823,0.9085,0
-1.4893,0.128,-0.1424,-1.3276,0.3178,1.6626,-1.402,0.7458,1.5743,0.7754,0
0.3402,0.6069,0.2408,-1.2295,0.8822,-0.6605,0.8507,0.3072,-2.839,0.2961,0
-1.5553,1.1172,-0.1076,-0.7577,-0.8592,0.7355,-0.2432,-0.3665,0.7284,-0.4899,0
-0.0759,-0.3654,-1.5302,-1.3652,-0.3746,-0.7932,-0.745,1.4931,-0.5488,1.3978,0
1.8196,-0.5691,2.1599,-0.7048,0.9848,1.8378,-0.8454,-0.9488,1.2169,0.2841,1
-1.0027,-0.6655,0.6095,0.9543,-1.2177,-0.6291,-0.9733,0.1393,1.1471,-1.0055,0
-1.0072,0.0537,-2.0333,1.0357,-0.6672,0.2675,0.4464,-0.162,1.4359,-0.1849,0
1.2258,0.988,-0.1136,1.2216,-0.859,1.0166,-1.4341,2.4283,0.465,-0.4353,0
1.7927,0.6575,1.3389,-1.3865,0.663,0.8804,1.3098,-1.3632,-0.0739,1.047,0
-2.6647,1.815,0.7841,0.4115,-1.9345,0.5085,1.1603,-0.7728,-1.2583,-0.7635,0
0.0679,0.4052,-0.2938,-0.5591,-0.004,0.6304,-1.1123,-1.5952,1.0416,-0.9115,0
-0.3228,1.0745,-0.0787,-0.2566,-0.0769,-0.7177,1.6048,1.5874,1.4182,2.097,0
-0.8782,0.9338,0.4807,1.4488,0.1162,0.228,-0.4212,-0.4383,0.9725,-0.0569,0
-0.5294,1.2832,-1.1241,-0.6115,-1.3392,-1.1119,-0.2166,0.7207,0.8224,-0.0552,0
0.3117,-0.3067,-0.3579,1.3032,0.9463,-1.7089,2.8028,0.5284,-0.5014,2.5398,0
0.9028,0.3861,1.0554,-0.1927,-0.1734,0.7759,0.0402,-1.2107,0.071,-0.0708,0
0.283,0.4006,-1.8289,-0.8232,0.9637,-0.5688,-1.0183,1.5805,-1.6043,0.8602,0
-0.6962,1.2823,0.5638,1.2315,-0.8577,0.0323,-0.2864,2.0639,-0.4062,-1.6809,1
1.0228,0.5715,0.2178,-1.0134,-0.2528,-0.568,-0.0495,-1.7496,0.6514,-0.7558,0
-1.0093,0.0737,0.0935,-0.1652,1.8425,-0.0468,-0.1481,1.3991,-0.3597,0.2391,0
0.2834,0.077,1.388,0.7621,-0.7967,-0.4078,0.7499,-0.1533,0.6895,0.6741,0
-0.6852,0.6747,-0.8117,1.8864,2.3459,1.1561,-0.9608,1.4919,-1.5064,0.1553,0
0.5288,1.6387,0.3724,1.6374,1.8228,1.5246,-0.7299,1.0729,0.0881,-1.4434,1
1.5699,1.0616,1.201,0.8726,0.8622,1.7034,-1.0658,-2.2939,-0.082,0.9572,1
-1.577,-0.6501,0.2893,0.8471,1.1892,0.8021,0.6896,-0.3798,0.0888,-1.2612,0
-1.1383,1.9122,1.4855,0.1401,1.3361,-0.0456,-2.0972,-1.771,0.3362,0.3097,0
-0.3933,-1.8784,1.1361,-1.0229,-0.6994,0.153,-1.279,1.9883,0.5637,1.2272,0
-1.9244,-0.6359,0.8681,0.7936,0.1612,0.7394,-0.9357,-0.9653,0.3174,0.8871,0
-0.3799,-0.4032,-0.2018,-1.0735,-0.2939,-0.1561,-0.8775,-0.6269,0.2814,1.9552,0
1.4072,0.0454,0.8434,-1.1377,-1.2299,0.5768,-1.3893,-0.4427,0.6976,0.1982,0
-2.6374,0.5226,-0.5231,-1.0873,0.064,-1.139,1.9753,-0.6711,-1.1455,-2.5151,0
-1.2024,-0.5774,1.1131,-0.369,0.0027,0.4833,-1.6106,-1.2352,0.5384,0.2663,0
-0.6285,-0.394,-0.8551,-0.3587,0.4786,1.231,-1.0295,-2.1362,0.5107,-0.126,0
1.0472,0.0591,-0.8097,1.7508,1.4062,-1.6161,0.952,1.7464,0.1463,1.1115,0
-0.9984,-1.2571,0.7267,-1.2626,-0.028,0.1884,0.4673,-0.5696,-1.0301,0.0334,0
2.3313,-0.1843,-3.5471,-0.0224,0.9119,-0.235,-0.8556,0.2139,-1.2287,-0.936,0
0.738,-1.365,0.5537,-0.2288,-2.6591,-1.2829,-0.4601,0.9032,0.7123,-1.5306,0
0.1779,0.9993,-1.8657,-0.8092,0.6603,-0.1234,0.0722,-0.2227,0.7179,0.7196,0
0.0207,0.9301,1.3846,-0.4301,-1.0526,-0.054,1.0181,-0.2944,1.4218,1.7621,0
-0.8846,-1.7739,-1.6921,1.0082,-1.2031,0.2843,-0.1541,-0.046,-0.024,1.0199,0
0.9848,-0.0999,-1.5244,-1.6661,1.829,0.3637,-0.675,1.2636,-1.4979,-0.061,0
2.2417,0.4092,1.0932,-0.1065,-0.7301,-1.4717,1.8394,-0.9497,0.85,0.1117,0
-0.9181,-0.9752,-0.2377,0.4155,0.2219,-0.1695,-0.0156,-0.4666,0.4481,0.3985,0
-0.6782,1.8424,1.0251,0.0528,0.4066,0.3952,-0.9194,1.5586,-0.6916,0.528,0
0.4777,-1.1678,-1.1126,0.7181,-1.3875,0.3258,-1.3034,-1.5046,-0.9021,0.3375,0
-0.0419,0.2598,-0.9973,0.2699,-0.9963,0.0606,0.0746,-2.2683,-0.3791,0.4571,0
1.5935,1.4306,0.3302,0.4093,1.2972,1.0203,-0.3567,0.0037,0.0727,-0.6353,1
-0.0025,0.2526,0.4671,0.0405,-0.8222,2.9308,-2.3124,-1.3797,0.2991,1.0422,0
-1.206,0.8073,0.1776,0.9244,1.6451,0.285,-0.1638,0.9724,0.3888,0.9524,0
-1.2437,-1.5806,-0.4604,0.523,1.8035,-0.7951,-0.4349,1.5888,-0.3583,0.8766,0
-0.9374,-0.5257,0.7707,0.2004,1.2365,1.0378,-0.6343,-1.1563,0.2848,-0.6202,0
-1.3915,1.1828,0.0003,-0.6504,1.1992,0.1163,-0.1271,0.0503,0.156,0.0804,0
-1.3732,0.161,0.5884,-1.3522,-0.1983,0.1293,-0.3693,-0.1634,-1.8854,0.3932,0
0.216,0.0833,0.8835,2.108,-0.7817,1.0104,-0.5221,0.933,1.1685,-1.1645,0
-0.9111,0.9895,0.2052,-0.7133,-0.7617,-0.5249,-0.5979,1.3117,0.7025,-0.5378,0
1.2747,-0.2156,-0.5905,1.2926,-0.501,-1.1538,0.0386,0.6013,0.5806,-1.2508,0
1.4447,-0.2604,-0.723,-1.7119,-0.3928,-0.4506,0.4752,1.2352,0.1732,-0.9828,0
0.9372,2.1857,0.1742,-0.4002,-0.1611,-0.1034,1.1951,1.1505,1.1431,-1.5296,1
0.5663,0.9549,-1.0063,-0.3819,1.0491,-0.2912,-0.1582,-0.486,-1.6525,0.7655,0
1.8289,-1.9143,0.7151,-0.1226,-0.8384,0.1623,0.5395,0.2589,-1.5488,1.812,0
-1.1054,-0.2707,-0.133,-0.6493,-1.027,-1.7203,-1.3058,-0.7214,-1.7785,-0.4977,0
0.1234,-0.3955,0.3073,-0.7028,-0.7184,0.0598,0.9575,-0.3187,-1.0941,0.598,0
1.3542,-1.4618,1.1509,-0.965,0.0974,-1.7302,0.9014,0.3223,0.183,-0.4757,0
-0.5754,-1.9522,-1.3732,-0.816,0.4863,-1.4628,-1.2645,1.6864,-0.5899,-0.556,0
-1.5461,1.0751,0.4202,-0.976,0.7141,-0.7433,-2.0009,-0.123,-0.1504,1.85,0
-0.4537,-0.0174,-0.0676,-0.5851,0.2845,0.1441,1.223,1.0798,-2.0302,-0.8037,0
-0.5026,0.0669,-0.2873,0.2552,0.1699,-0.5778,0.6692,-0.6313,-0.3933,1.2373,0
0.4971,0.7396,0.8885,-1.3313,1.5028,0.3644,-0.7654,-0.4436,2.0988,0.9423,0
0.945,-0.1212,0.4612,1.6971,1.1801,1.0945,0.8239,0.9344,-0.2165,-0.1491,0
-0.4789,-0.6514,-1.2676,-0.1475,1.7368,-0.3606,-0.0222,-1.8571,0.8507,0.2516,0
-1.3515,-0.8174,-0.2198,-1.0125,-0.2937,-0.9517,0.2032,-0.9525,1.6818,-0.9452,0
0.07,-0.6515,0.6425,1.2658,0.3472,1.9338,0.4921,-0.7148,0.7199,0.7915,0
1.8516,0.892,1.5154,-0.2244,-1.5239,1.7524,-0.8494,0.1503,-2.0134,-0.184,1
0.6585,0.3469,-0.5492,0.8028,-0.8111,-1.5608,-0.6689,1.0144,1.1128,-0.5732,0
0.8676,-0.2796,-0.1204,-1.9067,-0.5825,0.0833,0.4971,1.4147,0.2796,-1.1584,0
-1.5186,-0.769,-1.2525,-0.4151,1.4997,0.6773,1.4978,1.386,-0.1193,0.154,0
0.3929,1.0261,0.8615,0.5788,-0.3825,1.9186,-1.9052,-0.7125,0.4614,-1.6655,0
-1.0165,-0.3374,-0.2543,0.2078,-1.203,-3.1801,1.3627,-0.5147,0.3463,-0.4061,0
-0.0049,-0.0765,0.4544,0.1053,0.9115,-1.3823,0.0314,0.6401,0.9295,1.569,0
-0.6907,1.736,0.8637,-0.1974,-0.4289,1.2456,-0.2218,0.4844,0.9861,0.4734,0
0.9379,1.6641,1.7587,1.9915,1.2277,0.0786,0.1864,-0.3153,-1.0089,-0.6789,1
0.4536,0.0266,-2.2712,1.3329,-1.0642,0.4421,1.5209,0.9302,-0.4723,-0.0494,0
0.3063,0.6181,-0.6802,-1.1285,0.674,-0.5734,-0.0931,-0.9388,-0.053,0.6881,0
2.255,0.1896,1.3713,-1.8663,-1.9429,-0.1367,0.0145,0.154,0.4736,2.0665,0
0.3831,-0.3057,1.0308,0.5267,0.1012,0.14,2.0451,0.3173,1.9134,-0.0978,0
-1.3339,0.2934,0.0702,0.2995,-0.7472,-0.309,0.3259,1.4483,-0.0638,-0.3114,0
0.5269,-0.8394,-1.0107,-1.4831,-0.2697,-0.0549,-0.2239,0.9515,-0.3422,0.8871,0
-0.5453,-0.429,-0.1876,0.0268,-1.5756,2.0138,0.2113,0.638,-1.7892,-0.3244,0
0.7263,0.7106,-1.2971,-0.4001,0.89,0.1336,0.1968,-0.6527,0.8153,-1.9277,0
1.0666,0.0139,0.3178,0.2495,-0.5238,-0.0259,0.3752,0.7917,-1.9917,0.2073,0
0.2623,0.5848,-1.1617,-0.8283,-0.0944,1.4158,-0.993,0.8808,1.7674,-0.6751,0
-0.5474,-0.4882,0.305,1.3278,0.569,0.4276,0.0304,-1.031,-1.0314,0.4147,0
-0.7848,-1.3206,2.7793,-0.1667,-0.5139,-0.6793,-0.7118,0.4352,-0.5217,-0.099,0
4.263,2.622,-0.0803,-1.5955,-0.3041,2.8115,0.541,-0.5054,2.3087,-0.4424,1
1.2884,0.9849,-0.2797,0.912,0.077,0.6918,1.5109,-0.3612,-0.9353,1.3466,1
0.6827,0.1654,-0.0874,-0.9703,-0.7095,-2.0216,1.3295,0.2602,-0.0037,-2.2388,0
0.1067,-0.1355,0.664,-0.4475,0.1434,-0.0334,-0.8072,-0.8589,-2.2833,-0.6252,0
0.6917,-0.1907,-0.7705,-0.5292,1.1606,0.4004,0.3049,-0.9285,-0.5058,-0.2217,0
-0.3816,3.5798,0.974,0.212,0.6578,0.7091,-2.456,1.0774,-0.3895,-1.7756,1
0.9428,-0.3285,-0.2768,1.0662,0.4788,-0.7847,-0.7469,-1.9564,0.9499,1.8875,0
1.0032,-0.1571,-0.3816,-0.4089,0.0372,-1.4881,-0.4723,0.8026,0.3324,-0.339,0
0.3146,-0.6124,0.6041,1.7424,-0.1048,1.3237,0.2926,0.7761,-0.86,0.1577,0
-0.8024,0.8351,1.146,1.8286,-0.0326,0.6745,0.7391,-0.0094,-0.2832,0.1645,0
-0.3069,0.3176,0.9939,-0.2661,-0.4597,0.2636,0.7801,-0.082,-0.7568,-0.4634,0
-0.3746,-1.2139,-0.0161,0.453,-0.2415,0.3085,0.6499,0.0923,1.1887,1.0115,0
-0.254,0.1072,-0.103,1.0417,-2.9225,-0.03,0.8966,-0.6822,1.3885,-1.4071,0
-1.4964,0.8821,0.7326,-0.0688,-0.0083,-0.8544,0.8817,-1.6461,-0.2196,0.2955,0
-1.4355,-0.1442,-0.8844,0.7476,1.1864,-0.3516,-0.15,-0.168,2.4342,-0.4418,0
-1.2947,2.2229,0.8112,1.021,-2.232,0.4792,-0.5586,2.3042,-0.2611,1.3161,0
2.4725,0.5444,1.874,3.135,1.7255,1.6265,-1.3531,-1.1771,0.1848,1.3552,1
0.462,-0.4202,-0.7609,0.0657,0.2916,-0.7491,1.6688,-0.8628,0.7637,-0.2398,0
-0.9535,1.1143,-0.6253,-1.2538,-1.1781,-0.8466,0.3433,0.5399,0.4805,-0.0466,0
